Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
"{'y': 0.75619256, 'x': 0.2152866, 'confidence': 0.34131172}","{'y': 0.75207967, 'x': 0.21550891, 'confidence': 0.31435847}","{'y': 0.752972, 'x': 0.21464218, 'confidence': 0.32158703}","{'y': 0.7524691, 'x': 0.21291237, 'confidence': 0.34586477}","{'y': 0.7536177, 'x': 0.21177757, 'confidence': 0.3323753}","{'y': 0.7728734, 'x': 0.2126115, 'confidence': 0.26702562}","{'y': 0.77233326, 'x': 0.21370152, 'confidence': 0.2620685}","{'y': 0.7970634, 'x': 0.21660043, 'confidence': 0.26248658}","{'y': 0.7959231, 'x': 0.22718516, 'confidence': 0.22973007}","{'y': 0.82765174, 'x': 0.2303795, 'confidence': 0.2412237}","{'y': 0.82459366, 'x': 0.22903186, 'confidence': 0.22070694}","{'y': 0.8387261, 'x': 0.22031634, 'confidence': 0.2421753}","{'y': 0.8375968, 'x': 0.2191201, 'confidence': 0.2252071}","{'y': 0.87528044, 'x': 0.22668862, 'confidence': 0.21140249}","{'y': 0.8746785, 'x': 0.22475727, 'confidence': 0.21158107}","{'y': 0.8904642, 'x': 0.23932949, 'confidence': 0.141325}","{'y': 0.9102674, 'x': 0.23417729, 'confidence': 0.13270372}"
"{'y': 0.7252386, 'x': 0.8005764, 'confidence': 0.3923298}","{'y': 0.71093357, 'x': 0.8060798, 'confidence': 0.39044067}","{'y': 0.71510965, 'x': 0.79411143, 'confidence': 0.3709963}","{'y': 0.7046279, 'x': 0.81573826, 'confidence': 0.43011767}","{'y': 0.7137387, 'x': 0.79371756, 'confidence': 0.23974538}","{'y': 0.7349504, 'x': 0.8389495, 'confidence': 0.33269143}","{'y': 0.7529559, 'x': 0.7831973, 'confidence': 0.37192383}","{'y': 0.8362342, 'x': 0.90201175, 'confidence': 0.17411773}","{'y': 0.8706079, 'x': 0.7918471, 'confidence': 0.18131806}","{'y': 0.8735025, 'x': 0.9240536, 'confidence': 0.13188255}","{'y': 0.89210093, 'x': 0.93540317, 'confidence': 0.2034826}","{'y': 0.86510736, 'x': 0.89001673, 'confidence': 0.20309836}","{'y': 0.8706946, 'x': 0.83967686, 'confidence': 0.20208289}","{'y': 0.9082272, 'x': 0.90738595, 'confidence': 0.13439606}","{'y': 0.9109269, 'x': 0.83882517, 'confidence': 0.12925749}","{'y': 0.9349131, 'x': 0.9335691, 'confidence': 0.08410077}","{'y': 0.951823, 'x': 0.90330553, 'confidence': 0.074178144}"
"{'y': 0.74594355, 'x': 0.19396372, 'confidence': 0.2836339}","{'y': 0.73787117, 'x': 0.19334616, 'confidence': 0.261341}","{'y': 0.73906106, 'x': 0.19189276, 'confidence': 0.24443677}","{'y': 0.7434668, 'x': 0.19666697, 'confidence': 0.30172476}","{'y': 0.7414726, 'x': 0.19164589, 'confidence': 0.27825072}","{'y': 0.7703882, 'x': 0.19510412, 'confidence': 0.19926147}","{'y': 0.76971185, 'x': 0.19703448, 'confidence': 0.29304424}","{'y': 0.81782037, 'x': 0.1885473, 'confidence': 0.23808275}","{'y': 0.812372, 'x': 0.2049781, 'confidence': 0.17158186}","{'y': 0.8390405, 'x': 0.21227087, 'confidence': 0.20635441}","{'y': 0.82972175, 'x': 0.20951921, 'confidence': 0.15282169}","{'y': 0.84226376, 'x': 0.19551659, 'confidence': 0.24607766}","{'y': 0.84223723, 'x': 0.19526218, 'confidence': 0.22012366}","{'y': 0.9116393, 'x': 0.20099615, 'confidence': 0.15922993}","{'y': 0.9122348, 'x': 0.20132883, 'confidence': 0.15722734}","{'y': 0.96952766, 'x': 0.19966781, 'confidence': 0.08727948}","{'y': 0.9651449, 'x': 0.19580948, 'confidence': 0.13356575}"
"{'y': 0.7309734, 'x': 0.19582158, 'confidence': 0.20896196}","{'y': 0.72722536, 'x': 0.1960441, 'confidence': 0.21071553}","{'y': 0.72711855, 'x': 0.18874907, 'confidence': 0.2955117}","{'y': 0.7325177, 'x': 0.19504513, 'confidence': 0.23475859}","{'y': 0.73443806, 'x': 0.17880535, 'confidence': 0.27439532}","{'y': 0.7545225, 'x': 0.19641939, 'confidence': 0.22228828}","{'y': 0.76153326, 'x': 0.1752132, 'confidence': 0.26736656}","{'y': 0.79698116, 'x': 0.21273522, 'confidence': 0.13485534}","{'y': 0.79424113, 'x': 0.17404202, 'confidence': 0.13370563}","{'y': 0.784512, 'x': 0.19981588, 'confidence': 0.111142546}","{'y': 0.78780675, 'x': 0.18331654, 'confidence': 0.123853}","{'y': 0.82849, 'x': 0.19363129, 'confidence': 0.15679426}","{'y': 0.830337, 'x': 0.18883187, 'confidence': 0.15089124}","{'y': 0.8701091, 'x': 0.19464798, 'confidence': 0.11694892}","{'y': 0.8732743, 'x': 0.18510617, 'confidence': 0.10824449}","{'y': 0.8758197, 'x': 0.19391505, 'confidence': 0.05386282}","{'y': 0.87428504, 'x': 0.192403, 'confidence': 0.070460185}"
"{'y': 0.7520916, 'x': 0.1976656, 'confidence': 0.2397084}","{'y': 0.7484185, 'x': 0.1983373, 'confidence': 0.20865428}","{'y': 0.74871874, 'x': 0.19515894, 'confidence': 0.22122891}","{'y': 0.7444342, 'x': 0.20381652, 'confidence': 0.2505659}","{'y': 0.74544394, 'x': 0.19871242, 'confidence': 0.24387342}","{'y': 0.7641184, 'x': 0.21069206, 'confidence': 0.27904904}","{'y': 0.7673643, 'x': 0.20125619, 'confidence': 0.26037863}","{'y': 0.7901063, 'x': 0.20829716, 'confidence': 0.19600183}","{'y': 0.79259527, 'x': 0.19600788, 'confidence': 0.19520555}","{'y': 0.81757337, 'x': 0.20322894, 'confidence': 0.1576072}","{'y': 0.8150918, 'x': 0.19457479, 'confidence': 0.16878732}","{'y': 0.827313, 'x': 0.20709345, 'confidence': 0.20441137}","{'y': 0.8264134, 'x': 0.20577043, 'confidence': 0.18128361}","{'y': 0.8814116, 'x': 0.20642409, 'confidence': 0.13727507}","{'y': 0.88881725, 'x': 0.19856463, 'confidence': 0.12641898}","{'y': 0.9128148, 'x': 0.20547919, 'confidence': 0.054932933}","{'y': 0.94793355, 'x': 0.1983975, 'confidence': 0.06283421}"
"{'y': 0.7143784, 'x': 0.06578411, 'confidence': 0.30140576}","{'y': 0.70238763, 'x': 0.069599956, 'confidence': 0.322566}","{'y': 0.7044887, 'x': 0.066726014, 'confidence': 0.29270077}","{'y': 0.6996913, 'x': 0.07836009, 'confidence': 0.27934402}","{'y': 0.70352906, 'x': 0.069483675, 'confidence': 0.2518486}","{'y': 0.7328043, 'x': 0.09748019, 'confidence': 0.17925586}","{'y': 0.7498295, 'x': 0.068706125, 'confidence': 0.2112012}","{'y': 0.77234054, 'x': 0.07965535, 'confidence': 0.13180196}","{'y': 0.7926903, 'x': 0.048975475, 'confidence': 0.14518794}","{'y': 0.7429094, 'x': 0.1112466, 'confidence': 0.13842396}","{'y': 0.74421453, 'x': 0.10568036, 'confidence': 0.10085318}","{'y': 0.8277148, 'x': 0.089397095, 'confidence': 0.17805326}","{'y': 0.83061516, 'x': 0.06597493, 'confidence': 0.2012901}","{'y': 0.870818, 'x': 0.033579122, 'confidence': 0.16102558}","{'y': 0.873879, 'x': 0.035506364, 'confidence': 0.15716304}","{'y': 0.8999296, 'x': 0.10038172, 'confidence': 0.07436881}","{'y': 0.91334313, 'x': 0.069037706, 'confidence': 0.095146194}"
"{'y': 0.6818271, 'x': 0.934569, 'confidence': 0.12929374}","{'y': 0.67847514, 'x': 0.9207741, 'confidence': 0.18966928}","{'y': 0.67904097, 'x': 0.92465174, 'confidence': 0.19108965}","{'y': 0.67318857, 'x': 0.9135024, 'confidence': 0.19317184}","{'y': 0.67495185, 'x': 0.92359996, 'confidence': 0.1507012}","{'y': 0.6705676, 'x': 0.9003697, 'confidence': 0.12197145}","{'y': 0.6715246, 'x': 0.940961, 'confidence': 0.10628138}","{'y': 0.71569467, 'x': 0.8989399, 'confidence': 0.13581268}","{'y': 0.7031012, 'x': 0.95473206, 'confidence': 0.1674503}","{'y': 0.75575304, 'x': 0.92507803, 'confidence': 0.13313513}","{'y': 0.74090934, 'x': 0.95423216, 'confidence': 0.17856029}","{'y': 0.7292525, 'x': 0.9095154, 'confidence': 0.19559969}","{'y': 0.73070335, 'x': 0.9321029, 'confidence': 0.17896505}","{'y': 0.79427165, 'x': 0.9298799, 'confidence': 0.18396798}","{'y': 0.7949588, 'x': 0.9506479, 'confidence': 0.1576387}","{'y': 0.8360362, 'x': 0.9405293, 'confidence': 0.29410067}","{'y': 0.83744913, 'x': 0.95421225, 'confidence': 0.29237583}"
"{'y': 0.7142896, 'x': 0.1397863, 'confidence': 0.19551632}","{'y': 0.7112432, 'x': 0.14067541, 'confidence': 0.16021593}","{'y': 0.7117825, 'x': 0.1387386, 'confidence': 0.17542621}","{'y': 0.7088445, 'x': 0.139971, 'confidence': 0.17881708}","{'y': 0.709182, 'x': 0.12764408, 'confidence': 0.13724294}","{'y': 0.7291065, 'x': 0.13910668, 'confidence': 0.23083659}","{'y': 0.7297251, 'x': 0.13505535, 'confidence': 0.23375505}","{'y': 0.7668733, 'x': 0.14733051, 'confidence': 0.27646902}","{'y': 0.7660248, 'x': 0.13159548, 'confidence': 0.23008746}","{'y': 0.77889967, 'x': 0.15219449, 'confidence': 0.2224167}","{'y': 0.78345525, 'x': 0.14304405, 'confidence': 0.18620321}","{'y': 0.79046655, 'x': 0.12902257, 'confidence': 0.2231437}","{'y': 0.7910828, 'x': 0.1259793, 'confidence': 0.19751664}","{'y': 0.81519336, 'x': 0.13038385, 'confidence': 0.188031}","{'y': 0.8159187, 'x': 0.12737603, 'confidence': 0.19567679}","{'y': 0.8504606, 'x': 0.1332311, 'confidence': 0.09272002}","{'y': 0.8391189, 'x': 0.12431988, 'confidence': 0.14208263}"
"{'y': 0.77180445, 'x': 0.8883267, 'confidence': 0.21175218}","{'y': 0.75158614, 'x': 0.88977283, 'confidence': 0.24159543}","{'y': 0.75323707, 'x': 0.8711041, 'confidence': 0.1744405}","{'y': 0.74579877, 'x': 0.8927424, 'confidence': 0.2444585}","{'y': 0.7391331, 'x': 0.85692835, 'confidence': 0.1899421}","{'y': 0.79726505, 'x': 0.89796567, 'confidence': 0.18411854}","{'y': 0.8020909, 'x': 0.8544335, 'confidence': 0.16552056}","{'y': 0.87193525, 'x': 0.936834, 'confidence': 0.16955937}","{'y': 0.86844933, 'x': 0.9097565, 'confidence': 0.17944658}","{'y': 0.8938121, 'x': 0.94704014, 'confidence': 0.18947874}","{'y': 0.89609534, 'x': 0.933157, 'confidence': 0.20831846}","{'y': 0.917491, 'x': 0.9108849, 'confidence': 0.12785871}","{'y': 0.921125, 'x': 0.87776434, 'confidence': 0.11733465}","{'y': 0.9718535, 'x': 0.91113853, 'confidence': 0.08851832}","{'y': 0.97452176, 'x': 0.8831065, 'confidence': 0.09500936}","{'y': 0.9778284, 'x': 0.9310897, 'confidence': 0.06956868}","{'y': 0.95720935, 'x': 0.92128724, 'confidence': 0.07529138}"
"{'y': 0.593058, 'x': 0.10420968, 'confidence': 0.18887606}","{'y': 0.576987, 'x': 0.103243895, 'confidence': 0.19368564}","{'y': 0.59799486, 'x': 0.06683657, 'confidence': 0.24112932}","{'y': 0.5730075, 'x': 0.10753248, 'confidence': 0.20266545}","{'y': 0.57161254, 'x': 0.063884445, 'confidence': 0.1767295}","{'y': 0.60749054, 'x': 0.109867744, 'confidence': 0.21598229}","{'y': 0.607811, 'x': 0.06881592, 'confidence': 0.24041693}","{'y': 0.64499503, 'x': 0.117340036, 'confidence': 0.1825703}","{'y': 0.6520132, 'x': 0.068634406, 'confidence': 0.14890116}","{'y': 0.65685135, 'x': 0.14222743, 'confidence': 0.20180716}","{'y': 0.64848995, 'x': 0.09844657, 'confidence': 0.12554832}","{'y': 0.6778743, 'x': 0.11696434, 'confidence': 0.18135543}","{'y': 0.679162, 'x': 0.088697985, 'confidence': 0.17926477}","{'y': 0.7394301, 'x': 0.07966344, 'confidence': 0.09456968}","{'y': 0.7609009, 'x': 0.050124943, 'confidence': 0.09313576}","{'y': 0.7862723, 'x': 0.12430602, 'confidence': 0.04834394}","{'y': 0.7867281, 'x': 0.058010817, 'confidence': 0.08835869}"
"{'y': 0.6883519, 'x': 0.060631674, 'confidence': 0.12999806}","{'y': 0.6778681, 'x': 0.049926005, 'confidence': 0.18715207}","{'y': 0.68307567, 'x': 0.048673663, 'confidence': 0.165297}","{'y': 0.68223584, 'x': 0.06358725, 'confidence': 0.14243317}","{'y': 0.67976946, 'x': 0.045075726, 'confidence': 0.21899681}","{'y': 0.72348523, 'x': 0.070386976, 'confidence': 0.17433634}","{'y': 0.7196997, 'x': 0.047636244, 'confidence': 0.25159925}","{'y': 0.76169497, 'x': 0.07682718, 'confidence': 0.18146537}","{'y': 0.7603999, 'x': 0.05363208, 'confidence': 0.20223467}","{'y': 0.78880036, 'x': 0.112157114, 'confidence': 0.13145596}","{'y': 0.78642756, 'x': 0.077678435, 'confidence': 0.12947127}","{'y': 0.80001265, 'x': 0.06635171, 'confidence': 0.21854538}","{'y': 0.7984126, 'x': 0.060813334, 'confidence': 0.19494565}","{'y': 0.8742004, 'x': 0.035766713, 'confidence': 0.23785333}","{'y': 0.87496096, 'x': 0.035455246, 'confidence': 0.20843968}","{'y': 0.90794843, 'x': 0.039115857, 'confidence': 0.2903737}","{'y': 0.90648097, 'x': 0.03861194, 'confidence': 0.28695834}"
"{'y': 0.5847217, 'x': 0.40618587, 'confidence': 0.14455423}","{'y': 0.5813952, 'x': 0.40466964, 'confidence': 0.11740515}","{'y': 0.5815496, 'x': 0.40346447, 'confidence': 0.12565747}","{'y': 0.58300287, 'x': 0.4045699, 'confidence': 0.109161735}","{'y': 0.5835825, 'x': 0.4004932, 'confidence': 0.112708606}","{'y': 0.5915315, 'x': 0.42690262, 'confidence': 0.07871036}","{'y': 0.60081255, 'x': 0.4091467, 'confidence': 0.05729463}","{'y': 0.64082927, 'x': 0.40476182, 'confidence': 0.08420131}","{'y': 0.6412209, 'x': 0.39749762, 'confidence': 0.08924152}","{'y': 0.6628384, 'x': 0.4037528, 'confidence': 0.06686182}","{'y': 0.650845, 'x': 0.4010764, 'confidence': 0.058694318}","{'y': 0.68058807, 'x': 0.3752088, 'confidence': 0.11249102}","{'y': 0.68320113, 'x': 0.37012, 'confidence': 0.116533205}","{'y': 0.6988424, 'x': 0.383641, 'confidence': 0.08694679}","{'y': 0.701683, 'x': 0.36818308, 'confidence': 0.09909194}","{'y': 0.7121561, 'x': 0.38148624, 'confidence': 0.0873929}","{'y': 0.71180636, 'x': 0.3802762, 'confidence': 0.09436742}"
"{'y': 0.7116142, 'x': 0.20499423, 'confidence': 0.12833819}","{'y': 0.7012416, 'x': 0.20370412, 'confidence': 0.14464886}","{'y': 0.7029398, 'x': 0.20346402, 'confidence': 0.15377557}","{'y': 0.7030013, 'x': 0.2013959, 'confidence': 0.16393289}","{'y': 0.708489, 'x': 0.20182094, 'confidence': 0.22517732}","{'y': 0.7317913, 'x': 0.20099553, 'confidence': 0.16160162}","{'y': 0.7341478, 'x': 0.20235078, 'confidence': 0.1553047}","{'y': 0.7481702, 'x': 0.20782277, 'confidence': 0.13491544}","{'y': 0.7474152, 'x': 0.20884211, 'confidence': 0.11851903}","{'y': 0.7843382, 'x': 0.20358276, 'confidence': 0.10930143}","{'y': 0.7851516, 'x': 0.20311317, 'confidence': 0.09624361}","{'y': 0.78353554, 'x': 0.2063479, 'confidence': 0.13913085}","{'y': 0.78629327, 'x': 0.20751072, 'confidence': 0.13927671}","{'y': 0.82983667, 'x': 0.20733488, 'confidence': 0.11948593}","{'y': 0.8320366, 'x': 0.20755637, 'confidence': 0.11353676}","{'y': 0.8480313, 'x': 0.20880978, 'confidence': 0.092425086}","{'y': 0.8442918, 'x': 0.20723905, 'confidence': 0.10494658}"
"{'y': 0.630711, 'x': 0.19920267, 'confidence': 0.116502106}","{'y': 0.62641585, 'x': 0.19645715, 'confidence': 0.10083125}","{'y': 0.6274936, 'x': 0.19715524, 'confidence': 0.10569086}","{'y': 0.61558247, 'x': 0.1899477, 'confidence': 0.09517771}","{'y': 0.6176787, 'x': 0.19236201, 'confidence': 0.11355398}","{'y': 0.65102947, 'x': 0.18392144, 'confidence': 0.17695053}","{'y': 0.6516077, 'x': 0.19018768, 'confidence': 0.17270629}","{'y': 0.6781049, 'x': 0.1968399, 'confidence': 0.1765599}","{'y': 0.67694783, 'x': 0.19688451, 'confidence': 0.17006561}","{'y': 0.7122661, 'x': 0.20075896, 'confidence': 0.11602594}","{'y': 0.71144396, 'x': 0.19983134, 'confidence': 0.123227246}","{'y': 0.72085744, 'x': 0.18540518, 'confidence': 0.15913565}","{'y': 0.72322357, 'x': 0.18698394, 'confidence': 0.15744373}","{'y': 0.7771038, 'x': 0.20610052, 'confidence': 0.1080323}","{'y': 0.77959865, 'x': 0.2103578, 'confidence': 0.10354403}","{'y': 0.8013604, 'x': 0.21180487, 'confidence': 0.048613522}","{'y': 0.8057507, 'x': 0.21370666, 'confidence': 0.05351492}"
"{'y': 0.59435666, 'x': 0.10879068, 'confidence': 0.13225815}","{'y': 0.57274246, 'x': 0.105272345, 'confidence': 0.12349603}","{'y': 0.575655, 'x': 0.10655254, 'confidence': 0.12058948}","{'y': 0.5690729, 'x': 0.100861475, 'confidence': 0.14955126}","{'y': 0.57412654, 'x': 0.10337578, 'confidence': 0.17927511}","{'y': 0.6331381, 'x': 0.046323027, 'confidence': 0.1470413}","{'y': 0.65004385, 'x': 0.070720695, 'confidence': 0.1596351}","{'y': 0.7083801, 'x': 0.0777321, 'confidence': 0.14715917}","{'y': 0.7093276, 'x': 0.095968574, 'confidence': 0.08776683}","{'y': 0.7665497, 'x': 0.12097847, 'confidence': 0.08448087}","{'y': 0.7391699, 'x': 0.14175057, 'confidence': 0.072090976}","{'y': 0.7851316, 'x': 0.07071607, 'confidence': 0.16109604}","{'y': 0.80273235, 'x': 0.08810928, 'confidence': 0.14063509}","{'y': 0.84089965, 'x': 0.092713244, 'confidence': 0.09550447}","{'y': 0.8316117, 'x': 0.1382612, 'confidence': 0.06577417}","{'y': 0.8581433, 'x': 0.118414596, 'confidence': 0.043967485}","{'y': 0.88043, 'x': 0.15167156, 'confidence': 0.03466436}"
"{'y': 0.5334863, 'x': 0.048248243, 'confidence': 0.059511542}","{'y': 0.4936178, 'x': 0.00930714, 'confidence': 0.089957155}","{'y': 0.49775025, 'x': 0.029654255, 'confidence': 0.0666129}","{'y': 0.5014377, 'x': 0.00964997, 'confidence': 0.16156383}","{'y': 0.50890654, 'x': 0.020214835, 'confidence': 0.17834616}","{'y': 0.61460334, 'x': 0.06218343, 'confidence': 0.21740484}","{'y': 0.60505086, 'x': 0.051880516, 'confidence': 0.2548903}","{'y': 0.8301329, 'x': 0.15485343, 'confidence': 0.19460185}","{'y': 0.8390446, 'x': 0.15787354, 'confidence': 0.1608769}","{'y': 0.87946904, 'x': 0.20266683, 'confidence': 0.08119647}","{'y': 0.87847793, 'x': 0.21097839, 'confidence': 0.081109755}","{'y': 0.9686345, 'x': 0.096392736, 'confidence': 0.10838326}","{'y': 0.96684235, 'x': 0.08726726, 'confidence': 0.12028863}","{'y': 0.98950016, 'x': 0.15899935, 'confidence': 0.06449163}","{'y': 0.9932788, 'x': 0.21281134, 'confidence': 0.049856257}","{'y': 0.88331914, 'x': 0.23862974, 'confidence': 0.046865296}","{'y': 0.9770639, 'x': 0.23435675, 'confidence': 0.040836576}"
"{'y': 0.4873623, 'x': 0.9825031, 'confidence': 0.07950321}","{'y': 0.45459104, 'x': 0.9823884, 'confidence': 0.08141874}","{'y': 0.4729282, 'x': 0.98559886, 'confidence': 0.074831806}","{'y': 0.47893694, 'x': 0.97861224, 'confidence': 0.13305077}","{'y': 0.48900655, 'x': 0.98129034, 'confidence': 0.13366318}","{'y': 0.5959512, 'x': 0.97310394, 'confidence': 0.2083961}","{'y': 0.595448, 'x': 0.9525069, 'confidence': 0.29738837}","{'y': 0.81111693, 'x': 0.86880535, 'confidence': 0.13657129}","{'y': 0.81425494, 'x': 0.86800253, 'confidence': 0.16960496}","{'y': 0.76962954, 'x': 0.9740896, 'confidence': 0.028906656}","{'y': 0.80000144, 'x': 0.83088917, 'confidence': 0.09087725}","{'y': 0.98552394, 'x': 0.9431034, 'confidence': 0.18431088}","{'y': 0.9866712, 'x': 0.9049975, 'confidence': 0.20371675}","{'y': 0.9998573, 'x': 0.8882677, 'confidence': 0.04898418}","{'y': 0.9853221, 'x': 0.96492, 'confidence': 0.051458664}","{'y': 0.9836126, 'x': 0.8595242, 'confidence': 0.03129963}","{'y': 0.9918561, 'x': 0.94408613, 'confidence': 0.05146743}"
"{'y': 0.49313608, 'x': 0.98889416, 'confidence': 0.09223677}","{'y': 0.44424498, 'x': 0.9910735, 'confidence': 0.096117936}","{'y': 0.46211103, 'x': 0.990804, 'confidence': 0.07836743}","{'y': 0.4531469, 'x': 0.9758374, 'confidence': 0.16473432}","{'y': 0.42418474, 'x': 0.9781481, 'confidence': 0.23511502}","{'y': 0.56597394, 'x': 0.8878424, 'confidence': 0.19798858}","{'y': 0.58598375, 'x': 0.8908277, 'confidence': 0.30026612}","{'y': 0.82419735, 'x': 0.8269306, 'confidence': 0.078025684}","{'y': 0.8477341, 'x': 0.8711672, 'confidence': 0.05500969}","{'y': 0.92219734, 'x': 0.8679257, 'confidence': 0.08528937}","{'y': 0.9576628, 'x': 0.81718415, 'confidence': 0.087749034}","{'y': 0.8890071, 'x': 0.85646534, 'confidence': 0.06619604}","{'y': 0.89030755, 'x': 0.86612993, 'confidence': 0.053087957}","{'y': 0.9012462, 'x': 0.89156705, 'confidence': 0.06650882}","{'y': 0.9175285, 'x': 0.95615035, 'confidence': 0.06778572}","{'y': 0.9593425, 'x': 0.8616749, 'confidence': 0.07619226}","{'y': 0.96117914, 'x': 0.8982919, 'confidence': 0.08675857}"
"{'y': 0.41263947, 'x': 1.0021895, 'confidence': 0.051312186}","{'y': 0.36713922, 'x': 1.004765, 'confidence': 0.03401275}","{'y': 0.3733422, 'x': 1.0058346, 'confidence': 0.03040384}","{'y': 0.37838542, 'x': 0.9792449, 'confidence': 0.12239701}","{'y': 0.37954047, 'x': 0.9835559, 'confidence': 0.1331702}","{'y': 0.5219575, 'x': 0.87510395, 'confidence': 0.25988555}","{'y': 0.53806496, 'x': 0.94077253, 'confidence': 0.20404102}","{'y': 0.6539738, 'x': 0.83767706, 'confidence': 0.04481927}","{'y': 0.8668378, 'x': 0.97434527, 'confidence': 0.09295768}","{'y': 0.65836227, 'x': 0.9548529, 'confidence': 0.022118576}","{'y': 0.7439733, 'x': 0.9701027, 'confidence': 0.043140326}","{'y': 0.87730336, 'x': 0.83932024, 'confidence': 0.045897976}","{'y': 0.9851193, 'x': 0.8883867, 'confidence': 0.18810415}","{'y': 0.9036852, 'x': 0.90373826, 'confidence': 0.047076862}","{'y': 0.9182857, 'x': 0.96274406, 'confidence': 0.04840869}","{'y': 0.9572812, 'x': 0.8381737, 'confidence': 0.027594466}","{'y': 0.96430135, 'x': 0.9803762, 'confidence': 0.044122048}"
"{'y': 0.64768225, 'x': 0.93468255, 'confidence': 0.23068243}","{'y': 0.6419052, 'x': 0.9275415, 'confidence': 0.20109068}","{'y': 0.6430131, 'x': 0.9288713, 'confidence': 0.20412846}","{'y': 0.6353555, 'x': 0.9199463, 'confidence': 0.2564999}","{'y': 0.6369317, 'x': 0.9227453, 'confidence': 0.26740506}","{'y': 0.66332644, 'x': 0.93256134, 'confidence': 0.24744475}","{'y': 0.66733867, 'x': 0.9181465, 'confidence': 0.22722228}","{'y': 0.72205895, 'x': 0.9480389, 'confidence': 0.19382536}","{'y': 0.7195656, 'x': 0.93186456, 'confidence': 0.1368219}","{'y': 0.7435156, 'x': 0.9553378, 'confidence': 0.13852842}","{'y': 0.7424983, 'x': 0.93808305, 'confidence': 0.11315331}","{'y': 0.7438378, 'x': 0.93872184, 'confidence': 0.24264668}","{'y': 0.7447763, 'x': 0.9206116, 'confidence': 0.23928753}","{'y': 0.7782054, 'x': 0.95413107, 'confidence': 0.14497036}","{'y': 0.7806637, 'x': 0.9446313, 'confidence': 0.13556714}","{'y': 0.8549345, 'x': 0.97021294, 'confidence': 0.16961142}","{'y': 0.851303, 'x': 0.9692407, 'confidence': 0.14944737}"
"{'y': 0.8325747, 'x': 0.18931106, 'confidence': 0.196741}","{'y': 0.8171103, 'x': 0.17519432, 'confidence': 0.137075}","{'y': 0.81879145, 'x': 0.17315206, 'confidence': 0.12633924}","{'y': 0.83132917, 'x': 0.17488663, 'confidence': 0.15759604}","{'y': 0.8242395, 'x': 0.15569365, 'confidence': 0.16525893}","{'y': 0.8718087, 'x': 0.15486129, 'confidence': 0.19206126}","{'y': 0.8812794, 'x': 0.14931175, 'confidence': 0.19361305}","{'y': 0.9335374, 'x': 0.16771762, 'confidence': 0.09813873}","{'y': 0.94736844, 'x': 0.16061664, 'confidence': 0.107231066}","{'y': 0.9616369, 'x': 0.092777185, 'confidence': 0.22899905}","{'y': 0.9509447, 'x': 0.10463065, 'confidence': 0.1393023}","{'y': 0.9630786, 'x': 0.16581187, 'confidence': 0.08616052}","{'y': 0.97733945, 'x': 0.09071899, 'confidence': 0.22879396}","{'y': 0.9916391, 'x': 0.107238926, 'confidence': 0.111729376}","{'y': 0.98603094, 'x': 0.11788579, 'confidence': 0.14550832}","{'y': 0.9883483, 'x': 0.088595055, 'confidence': 0.09310618}","{'y': 0.9824308, 'x': 0.11029878, 'confidence': 0.06858376}"
